mutant_id,mutation,failing_test,assertions_failures,non_assertions_failures
1,ROR,470,470,0
2,ROR,450,450,0
3,ROR,454,454,0
4,LVR,470,470,0
5,LVR,470,470,0
6,COR,375,375,0
7,COR,380,380,0
8,LVR,375,375,0
9,LVR,375,375,0
10,LVR,380,380,0
11,LVR,380,380,0
12,LVR,0,0,0
13,EVR,452,452,0
