mutant_id,mutation,failing_test
1,LVR,0
2,LVR,0
3,ROR,0
4,ROR,12
5,ROR,0
6,AOR,8
7,AOR,8
8,AOR,6
9,AOR,8
10,LVR,4
11,LVR,4
12,ROR,4
13,ROR,4
14,ROR,4
15,EVR,0
16,AOR,4
17,AOR,4
18,AOR,4
19,AOR,0
20,LVR,
21,EVR,0
