mutant_id,mutation,failing_test,assertions_failures,non_assertions_failures
1,LVR,318,0,318
2,LVR,0,0,0
3,ROR,0,0,0
4,ROR,125,125,0
5,ROR,558,0,558
6,AOR,558,558,0
7,AOR,550,550,0
8,AOR,554,554,0
9,AOR,558,558,0
10,LVR,473,473,0
11,LVR,495,495,0
12,ROR,475,475,0
13,ROR,473,473,0
14,ROR,538,538,0
15,EVR,475,475,0
16,AOR,538,538,0
17,AOR,538,538,0
18,AOR,538,538,0
19,AOR,538,538,0
20,LVR,0,0,0
21,EVR,555,555,0
