mutant_id,mutation,failing_test,assertions_failures,non_assertions_failures
1,ROR,580,580,0
2,ROR,44,44,0
3,ROR,617,617,0
4,EVR,564,564,0
5,ROR,224,224,0
6,ROR,0,0,0
7,ROR,439,439,0
8,EVR,369,369,0
9,EVR,217,217,0
10,LVR,0,0,0
11,EVR,1150,1150,0
