mutant_id,mutation,failing_test
1,LVR,6
2,ROR,13
3,ROR,6
4,LVR,6
5,STD,0
6,ROR,11
7,LVR,8
8,STD,6
9,COR,
10,COR,6
11,LVR,6
12,STD,6
13,COR,6
14,COR,6
15,LVR,6
16,STD,6
17,LVR,6
18,EVR,6
