mutant_id,mutation,failing_test
1,STD,0
2,STD,9
3,STD,9
4,STD,9
5,STD,9
6,LVR,9
7,LVR,9
8,AOR,9
9,AOR,9
10,AOR,6
11,AOR,47
12,AOR,9
13,AOR,
14,AOR,9
15,AOR,9
16,STD,0
17,EVR,9
18,STD,9
19,STD,9
20,LVR,9
