mutant_id,mutation,failing_test
1,LVR,0
2,LVR,4
3,ROR,4
4,ROR,4
5,ROR,4
6,AOR,4
7,AOR,0
8,AOR,4
9,AOR,4
10,LVR,4
11,LVR,0
12,ROR,0
13,ROR,
14,ROR,0
15,EVR,0
16,AOR,12
17,AOR,0
18,AOR,8
19,AOR,8
20,LVR,6
21,EVR,8
